2200 | 04:33:09 | Agent:   5.1% (  4.6%) | Market:   2.7% (  2.4%) | Wins: 55.0% | eps:  0.000
2210 | 04:42:19 | Agent:   5.1% (  0.5%) | Market:   2.7% (  3.7%) | Wins: 54.0% | eps:  0.000
2220 | 04:51:28 | Agent:   4.8% (  1.7%) | Market:   2.8% (  0.9%) | Wins: 53.0% | eps:  0.000
2230 | 05:02:49 | Agent:   4.5% ( -0.9%) | Market:   2.7% (  1.9%) | Wins: 50.0% | eps:  0.000
2240 | 05:15:03 | Agent:   3.6% (  1.4%) | Market:   2.8% (  5.0%) | Wins: 48.0% | eps:  0.000
2250 | 05:24:18 | Agent:   4.4% ( 14.3%) | Market:   3.2% (  0.7%) | Wins: 46.0% | eps:  0.000
2260 | 05:33:06 | Agent:   5.0% ( 13.8%) | Market:   2.3% (  2.0%) | Wins: 47.0% | eps:  0.000
2270 | 05:41:55 | Agent:   5.5% ( 10.1%) | Market:   2.1% ( -3.0%) | Wins: 44.0% | eps:  0.000
2280 | 05:50:41 | Agent:   5.5% (  1.8%) | Market:   2.1% (  2.2%) | Wins: 43.0% | eps:  0.000
2290 | 05:59:29 | Agent:   5.7% (  9.4%) | Market:   1.7% (  1.3%) | Wins: 42.0% | eps:  0.000
2300 | 06:08:15 | Agent:   4.8% ( -4.2%) | Market:   1.6% (  1.1%) | Wins: 39.0% | eps:  0.000
2310 | 00:08:50 | Agent:   5.0% (  2.8%) | Market:   1.7% (  4.9%) | Wins: 39.0% | eps:  0.000
2320 | 00:17:41 | Agent:   5.1% (  2.3%) | Market:   1.8% (  1.7%) | Wins: 40.0% | eps:  0.000
2330 | 00:26:28 | Agent:   7.5% ( 23.6%) | Market:   2.3% (  7.3%) | Wins: 40.0% | eps:  0.000
2340 | 00:35:12 | Agent:   7.3% ( -0.4%) | Market:   2.4% (  5.6%) | Wins: 41.0% | eps:  0.000
2350 | 00:43:55 | Agent:   6.7% (  7.9%) | Market:   2.6% (  3.1%) | Wins: 41.0% | eps:  0.000
2360 | 00:52:39 | Agent:   5.9% (  6.2%) | Market:   2.3% ( -0.9%) | Wins: 43.0% | eps:  0.000
2370 | 01:01:21 | Agent:   5.2% (  2.7%) | Market:   3.1% (  4.7%) | Wins: 43.0% | eps:  0.000
2380 | 01:10:05 | Agent:   5.3% (  2.6%) | Market:   3.5% (  5.8%) | Wins: 44.0% | eps:  0.000
2390 | 01:18:48 | Agent:   5.5% ( 11.9%) | Market:   3.4% (  0.9%) | Wins: 47.0% | eps:  0.000
2400 | 01:27:32 | Agent:   8.4% ( 24.3%) | Market:   5.0% ( 16.7%) | Wins: 47.0% | eps:  0.000
2410 | 01:36:15 | Agent:   9.0% (  8.9%) | Market:   5.4% (  8.5%) | Wins: 49.0% | eps:  0.000
2420 | 01:44:58 | Agent:  10.5% ( 17.0%) | Market:   5.0% ( -2.0%) | Wins: 49.0% | eps:  0.000
2430 | 01:53:42 | Agent:   8.3% (  1.5%) | Market:   4.7% (  4.5%) | Wins: 50.0% | eps:  0.000
2440 | 02:02:28 | Agent:   8.7% (  3.6%) | Market:   3.7% ( -4.8%) | Wins: 54.0% | eps:  0.000
2450 | 02:11:12 | Agent:   8.1% (  2.7%) | Market:   3.5% (  1.3%) | Wins: 54.0% | eps:  0.000
2460 | 02:19:58 | Agent:   8.6% ( 10.6%) | Market:   4.5% (  9.1%) | Wins: 53.0% | eps:  0.000
2470 | 02:28:44 | Agent:   8.3% (  0.1%) | Market:   3.6% ( -3.6%) | Wins: 55.0% | eps:  0.000
2480 | 02:37:29 | Agent:   8.7% (  5.9%) | Market:   3.8% (  7.3%) | Wins: 55.0% | eps:  0.000
2490 | 02:46:13 | Agent:   8.4% (  9.6%) | Market:   4.2% (  4.7%) | Wins: 53.0% | eps:  0.000
2500 | 02:54:58 | Agent:   6.3% (  2.8%) | Market:   2.5% ( -0.4%) | Wins: 53.0% | eps:  0.000
2510 | 03:03:43 | Agent:   5.9% (  5.3%) | Market:   2.2% (  6.1%) | Wins: 52.0% | eps:  0.000
2520 | 03:12:41 | Agent:   4.6% (  3.9%) | Market:   3.0% (  5.4%) | Wins: 50.0% | eps:  0.000
2530 | 03:21:40 | Agent:   5.5% ( 10.7%) | Market:   2.1% ( -3.8%) | Wins: 53.0% | eps:  0.000
2540 | 03:30:29 | Agent:   5.5% (  3.7%) | Market:   3.0% (  4.2%) | Wins: 51.0% | eps:  0.000
2550 | 03:39:15 | Agent:   5.2% ( -0.2%) | Market:   3.0% (  0.7%) | Wins: 50.0% | eps:  0.000
2560 | 03:48:02 | Agent:   4.4% (  2.3%) | Market:   3.3% ( 12.3%) | Wins: 45.0% | eps:  0.000
2570 | 03:56:49 | Agent:   6.3% ( 18.8%) | Market:   4.3% (  6.3%) | Wins: 43.0% | eps:  0.000
2580 | 04:05:36 | Agent:   6.2% (  5.1%) | Market:   4.2% (  6.2%) | Wins: 43.0% | eps:  0.000
2590 | 04:14:35 | Agent:   7.3% ( 20.9%) | Market:   4.3% (  5.9%) | Wins: 42.0% | eps:  0.000
2600 | 04:23:39 | Agent:   8.5% ( 14.1%) | Market:   5.4% ( 10.2%) | Wins: 43.0% | eps:  0.000
